77T	78T	111T	19T	38T	81T	11T	93T	56T	96T	25T	27T	68T	79T	20T	108T	114T	66T	86T	101T	102T	103T	14T	39T	113T	115T	73T	99T	6T	10T	5T	9T	71T	85T	65T	88T	24T	97T	12T	32T	29T	110T	13T	54T	7T	1T	107T	122T	48T	49T	41T	52T	34T	47T	28T	83T	90T	2T	51T	58T	82T	106T	45T	30T	16T	92T	124T	40T	117T	75T	31T	17T	36T	112T	119T	87T	105T	120T	18T	60T	63T	37T	42T	21T	89T	61T	109T	69T	62T	76T	64T	53T	91T	3T	26T	46T	4T	8T	67T	50T	70T	74T	15T	80T	123T	23T	121T	94T	116T	44T	43T	72T	35T	98T	57T	22T	84T	100T	118T	59T	104T	95T	33T	55T
MPP	0.0188356866619141	-0.0116589392946067	0.11901452212668	0.128795054583956	0.0803152176395936	0.0756801396592893	0.0443405035178373	0.0713121908379592	0.000352703634983852	0.104692552713922	0.115831461651537	0.11867174907782	0.144288810001476	0.206182504999151	0.181386852448668	0.0873972258859216	0.12666729665997	0.141367418766432	0.167688979621594	0.166367706653006	0.124701950699067	0.103769786829137	0.201303189744512	0.171540328923352	0.103084257812098	0.0796773854218585	0.0567711290679836	0.123272435625697	0.135339054150788	0.0335850974677407	0.0783925681320395	0.0984318535892787	0.00658236681620691	0.0245957323089798	0.0779609226129602	0.0501550555765477	0.0831593542567585	0.0983167808323114	0.160692603196141	0.145430149874485	0.167774528155346	0.170267814336093	0.166571773459023	0.111916165419337	0.18304551164838	0.175412054239187	0.112952925342818	0.118113695788067	0.0850974697613084	0.100053167108869	0.071052508996755	0.127785614506041	0.0338663330700768	-0.0579251490529541	0.114127224008306	0.129008881971684	0.00182242477566758	0.00927579850491974	0.0557591016871809	0.0340862467515924	0.0580405436791492	0.037636666534566	0.0795821231307288	0.0958931130300796	0.0381864329813182	0.0439411976584288	-0.0236101254406503	-0.0499645370419209	0.117347140574974	0.0637681424291109	0.0758123463324651	0.100327114018521	0.113922828894065	0.0519576175190013	0.0657366341203445	0.117770937095414	0.0367029402258409	0.0425250526507495	0.0860640905065341	0.156438041719125	0.0980875100957012	0.0252865130431906	-0.0239349276236291	0.0822595710937729	-0.00610544611778307	0.0800342531082441	-0.020066184855289	0.00760829814225173	0.0213253946840664	0.0315139671617688	0.0348703449095068	0.012822302152375	0.0377810297862714	0.0252712636748752	0.0492789919001802	0.0264593926563554	0.131309182655714	0.0965305609500006	0.0756951497067752	0.118929197172912	0.0474448892210787	0.0375964192291226	-0.0160627752272024	0.0404038744751584	-0.019083883486707	-0.0591833744964472	0.0309929210091355	0.0319069005631075	0.0257236994444909	-0.0103277814450839	0.0491101223289824	0.0562106541517719	0.0738034021382511	0.0263585392355981	-0.0855292069416022	-0.0178086634981261	0.0362344530739626	0.0408360891861736	0.0639927032583126	-0.0141203764846995	0.116567737172154	0.0941181176987619	0.0774034058374168	0.110162551963431
Megakaryocytes	0.362803287895554	0.265485891388056	0.136813202329405	0.210686769371112	0.307821524957889	0.149098785452372	0.0936080769992908	0.113803134957602	0.257658285687659	0.135185442585057	-0.115985958166159	-0.191502552423327	-0.329138997960138	-0.328716379672309	-0.144894506333015	-0.221731460088829	-0.15334804828979	-0.0415337734532788	-0.281807837622357	0.0135092296620717	-0.301134997989405	-0.20427488053132	-0.150673759752297	0.0858675863431082	0.0859756498397331	-0.201971889860688	0.00658841735636235	-0.00648753793083104	-0.172826871606279	-0.0420450171535341	-0.095488018566574	-0.151568585256149	-0.117169173634159	-0.149529174727558	0.106303166195331	-0.0650584377443362	0.0177848364552302	0.0299330385760959	0.263758673621974	0.150219021807951	-0.0491806491172417	-0.0846381076062607	-0.0987077134792887	-0.385735755456026	0.0803927684839433	0.273660346320213	-0.0640122460778702	-0.0964543751261221	-0.133360085963285	-0.160070017624259	-0.139264073787747	-0.134579703694183	-0.0763503738891481	-0.0781955039079309	-0.366600752361346	0.10563548045222	-0.334106963935042	-0.1254056585293	-0.312026150987293	-0.228061320182181	-0.117910266316461	-0.146711182960322	-0.168438225647328	-0.0476948415863287	0.00256386311257548	-0.117106865082692	-0.268526672468484	-0.226391069628396	-0.37914383194563	-0.252525180780787	-0.245355220123958	-0.238899113408467	-0.346778734381599	-0.0443531738576017	-0.380842906274043	-0.106365797304775	-0.199992496133637	-0.302238042416564	-0.194880593512989	-0.340158887050026	-0.108829434513222	-0.0838004034948729	-0.15094145400048	-0.201165950086279	-0.324483334108032	-0.123882006368553	-0.109615980949354	-0.204850753048465	-0.194345459892242	-0.17015536751164	-0.107890347350057	-0.297437270253244	-0.223244536726819	-0.0612842587110745	-0.381658168356839	-0.317410187789196	-0.21252676804276	-0.139325297565464	-0.362929948664208	-0.0854410033907071	-0.222741243409344	-0.339356224166261	0.298405706152666	0.261734253978571	0.309829232778059	0.293223433050749	0.0999515528797811	0.159097786452179	-0.26819944548661	-0.264824157510631	-0.114328559634692	-0.335084488869269	-0.227633249666814	-0.188702322915955	-0.23279077551197	-0.104170207209043	0.120948164395362	-0.245542184444909	-0.0966614734382604	0.0502264193042157	-0.120399154579812	0.0588250174961637	0.266639843933042	-0.0467468048964852
Mast cells	0.0282469504287791	0.0336129351630364	0.11139988044715	0.0991635442576437	0.0817862395166581	0.0667771920441653	0.057486096824877	0.0301490078406874	0.0181191726565234	0.0869322815312707	0.10559487417606	0.0896250774917126	0.105105039543934	0.12209965811535	0.0561471452341216	0.0765614850782577	0.107213907168312	0.112943249425351	0.0991220394052076	0.121954571167005	0.0688454832948082	0.0548652671199399	0.110886937406345	0.128125031123342	0.117970109046702	0.0655939217236112	0.098922001090276	0.120429792212427	0.124429336197574	0.0762290586766703	0.0608499551246563	0.0573430579019315	0.039701057105172	0.00740154418136988	0.0458422648672182	0.0438236310815251	0.114545010070325	0.08079064854653	0.0670691352629333	0.0997722165907167	0.132840925557406	0.0825335544664384	0.105400887870505	0.0586911212707064	0.104173863797177	0.0802068328947871	0.0842040963277541	0.138539492962899	0.146433456121242	0.150400488199741	0.105185875491708	0.126322597539444	0.0286560003388476	0.067147965422852	0.00650150277851022	0.0686297711197214	-0.0263839681873546	0.0585988183171468	0.0457920093362917	0.0635554789335992	0.0370805882997382	0.0189655787376009	0.0937910043391349	0.0607900535971791	-0.0165168351944764	0.0141610335232186	0.0738352209475175	0.103880600014971	0.0879432385932574	0.0889231178671868	0.0191533842249648	0.058025006229406	0.0805342282223988	0.0915097493646644	0.0861713121679046	0.0680839598279716	0.103266562605365	0.0792567609711278	0.0948633136696252	0.127524023391775	0.031255796132748	0.0659304496986361	0.0759722667655335	0.113477242950701	0.0511379886902851	0.0857058438147741	0.0720670888427016	0.075905717925745	0.0215696231161616	0.0311482794951696	0.0210471395972551	0.0668636337957433	0.0216729546000574	0.0382637760488285	0.0471410964417258	0.1041590622174	0.0662286761828365	0.068080739729984	0.0924855162006988	0.0925688925834431	0.0966498356905916	0.0852873657939441	-0.00109171718381209	0.0379803007889019	0.0703974657338272	0.0440752544835243	0.0729546230813535	0.0486046929503981	0.0865129760743928	0.0801948369182932	0.0874398833816712	0.105345689708031	0.105314250426513	0.0880372501708153	0.0112020823166836	0.00154853480272836	0.086620883079906	0.0241092479900809	0.0738355658268953	0.0398528720571737	0.0982457210153273	0.0813383935871589	0.0244499429928328	0.00290009989486686
HSC	0.30042007134281	0.0681144286191074	0.13340710011429	0.071330158586915	0.247385261600982	0.193212694476088	0.144967853970484	0.073648786785676	0.171106822630581	0.0751002799778691	-0.144243528074377	-0.247524292651886	-0.188078347813411	-0.224735995965131	-0.169687152684699	-0.109689242479822	-0.0974828273198806	-0.343950285966532	-0.17017270670265	-0.135992642197849	0.0257632273009848	-0.0985379725103839	-0.108159901884495	0.110580291459071	-0.267511562098056	-0.273488439518805	0.0210455191244681	-0.0273756625884322	0.000787816435350683	-0.0956914152626365	-0.112037060409811	-0.012880148111887	-0.0837349439605981	-0.167699993913055	-0.0361239653898907	-0.172576522750107	-0.058221763676411	0.00124365715396554	0.111818284165805	-0.00823269420952236	-0.100698263345068	-0.358967208914342	-0.051292827596952	-0.0225631362601514	-0.0906920815878381	0.242347716324843	-0.0547346713825037	-0.143406388518547	-0.15339267591086	-0.143108827270463	-0.0396802209359777	-0.0761836174916039	0.00304989998461273	-0.162643236558672	-0.279953921091707	-0.0645813082735145	-0.233892909923169	0.0267807322677025	-0.110267817321599	0.0303316010447649	0.0203804264848127	-0.123282074953607	0.0258992609593107	-0.0490182155733271	-0.0103051518216093	-0.206911238420968	-0.245478629750875	-0.142729284902264	-0.0436841148150471	-0.132231942523355	-0.0568119369422991	0.0338571772971521	-0.0478913934339479	-0.036616092742291	-0.118811464674779	-0.199733691499848	-0.0602737292032552	-0.224610220165663	0.0528339517103814	-0.0839636662580047	0.0129144931226158	0.160703694261644	0.00374793897046102	-0.0801593809960414	-0.147907757183657	0.0424559403018267	-0.0248358044145576	-0.100915030745171	-0.0288320243959836	-0.0668551811456244	0.142120216723254	-0.076751165873216	-0.181372700947565	-0.0664676890227393	-0.169691444048562	-0.147522557445826	-0.24704338553175	-0.0940068593591666	-0.0750730140425199	-0.0422197989906435	-0.0987940338643727	-0.222997875757772	0.152525582667981	0.273223280242291	0.0476835382243056	0.158359415616463	-0.0892600976291811	0.132783209524127	-0.179636703780354	-0.148505552172426	-0.114732478758427	-0.0153883087531026	-0.149229573090628	-0.00431258735055656	0.0945150331101033	-0.130166565166803	0.041345433973845	-0.0485605552042724	-0.0638856736605409	0.071560728283493	-0.0217400100985934	0.158566183489604	0.259818622145647	0.122263625277224
Plasma cells	0.118078782477659	0.0813954000151847	0.223358877399448	0.0475979281531836	0.132323663064961	0.0495046968572393	0.063976523611	0.070477934908526	0.00184888291718738	-0.0427192181694964	0.133457419686574	0.0511062959522501	0.181917588079495	0.235439245283576	-0.0109907123216723	0.231253747520377	0.13138956329281	0.140025633182349	0.127289385203207	0.02012506473604	0.103071666068486	0.0964550445440712	0.172656012623141	0.128484100277062	0.124998976561	0.141020241243137	0.093642480636675	0.0812375906808523	0.129754726944298	0.156601508251882	0.102771129448998	0.089216745985127	0.136497105280881	0.165099448786863	0.151895610204663	0.0820779990389853	0.0586186285186065	0.0764835421666724	-0.0198509672411596	0.106284877650383	0.137962800384371	0.178673507747206	0.122356267273805	0.0685650027338157	0.103050973184516	0.31530407401076	0.0235183416055983	0.153053671027142	0.11342204801298	0.0901485224812946	0.119475417577137	0.0999964024486347	0.0708431126055311	0.0127175335036202	0.184640412877534	0.218239341866941	0.164749510715278	0.156029577974709	0.119370182001634	0.245182609267128	0.0349186530506043	0.018267989040624	0.00387706387702055	0.0709048067477936	0.123146594087294	0.125783257793794	0.0605972436981404	0.0700268593311242	0.222422593146073	0.159595980242408	0.102133925822318	0.049608397392503	0.161479096307805	0.158744881729693	0.158671422399347	0.0792664143061459	0.080639568652527	0.13954482875469	-0.00470123618202367	0.297180561252174	0.00549224574713354	0.0134228676240667	0.0620041816182198	0.0370775048769708	0.0377980804657482	0.0987107856551543	0.0144474532425653	0.0399173007820547	-0.00580192385406818	0.0192672287026542	0.0219112190866192	-0.012778930486359	0.0494286736936547	0.0664278436099149	0.0466287880965503	0.0721418433125157	0.175898638853365	0.106768261372435	0.0576896770400371	0.0582013043464025	0.0657536580743605	0.0837859260528052	0.00625167848860637	7.09206085160741e-05	-0.00675294598235204	-0.110989652443149	0.0888616393890056	0.106614264140461	0.133223320258022	0.10215533842274	0.0602019682714814	0.173575635226363	0.259437329584241	0.0844957718498693	-0.0577754415551983	-0.0848725392074228	0.057956917539174	0.0233821764126063	0.0964613387270485	0.115562535512327	0.0528534224628703	0.0263293836429041	0.116946309201309	0.0576139510680077
Basophils	0.206150168903563	0.124295146469279	0.191910430516766	0.223652033525725	0.10510434729098	0.0493805414486834	0.0438411633192682	0.0499863019695144	0.127828510858739	0.168570839082188	0.0643657464405448	0.01441173912627	-0.0418617639871516	0.107101882038597	0.0829025502837588	-0.0542842322516427	0.0380816806310996	0.091227490983916	0.0596249857801867	0.0597363874715459	0.0270195201090226	0.0769673748187827	0.0612745045991345	0.114632087246661	0.128601358599428	0.0475890577469582	0.0294677559453344	0.0578767060933573	0.0287951669305271	-0.0303839562033504	0.0507407821628446	0.0654470311628462	-0.0180997404268886	-0.0392377607571573	-0.0192098042691047	-0.0113930005169532	0.0492256858728887	0.171124705628604	0.0574182288112913	0.110169530990199	0.153201415838716	0.131920519309935	0.132810751301673	0.00872709037654897	0.203611483803702	0.224538358465521	0.095069328760059	0.0927463611789951	0.0413996638551152	0.0386997891741504	0.0558399972533697	0.0835306488556475	-0.0596575990445466	-0.0683216583153945	0.0183122995011026	0.0781018637667996	-0.0996591085264011	-0.00327491705668326	0.0547650649358106	0.066841389724889	-0.01355396129026	0.0141190868770153	-0.0794005663987054	-0.0110437584158799	-0.0285900166471872	-0.0937804501765907	-0.0394191491098268	-0.0596307093652703	0.0140168734775981	0.0451291198874449	0.0454221203238579	0.0258094493343669	0.0540586065947116	-0.00700052367817868	-0.0466486143086222	-0.00868852107140966	-0.0391985121212129	-0.0303170555386316	0.0430876098094135	0.0810972674541574	-0.0285072465606722	-0.0405112282631533	0.00120965574572307	-0.000763644770825981	-0.0591454948217128	0.0530369852291919	-0.0742019804897628	-0.0688901576944005	-0.0237153432686588	-0.0935928786036464	-0.0429782947853363	-0.0877864362427114	-0.0970332799719359	-0.0939394662355806	0.0142777493735034	-0.0778729599921971	0.0495193175767387	0.0389281432815191	-0.0745332308552987	0.0236968779561096	-0.0219470081914886	-0.0260297732600401	0.0308708328593506	0.0844455480882873	0.0899852650712434	0.113333096659425	0.121758839061276	0.0613225846523828	-0.0161870215693501	-0.0511300881423123	0.0659733650424544	-0.00947031111010694	0.0667767603140692	0.00906601757756354	0.0392835559726933	-0.0129584271930486	0.0088537091206093	-0.0780618736469974	-0.0468848894212764	0.114800334455815	0.080123175701732	0.127292144155536	0.0717896152154388	0.113451538545447
Monocytes	0.0522351667585302	0.0589586745332229	0.177718422624941	0.149230380128165	0.0983744286697554	0.0612200489873821	0.103313206566419	0.102210994632056	0.108194532771462	0.131720548373887	0.130623737163512	0.109948597228162	0.0732989074920626	0.143062968074827	0.102263196948218	0.0894594629699921	0.100711846117332	0.13525140188688	0.114388598183481	0.0869844672866606	0.0800173751177277	0.0733726106541151	0.0906895310983541	0.0948113176243167	0.0959711195746321	0.12916246164731	0.129962435354776	0.115412669274955	0.132697918619537	0.0745886200068101	0.0874564919878054	0.0661853019896636	0.0441578560680047	0.0255222572082554	0.0455249895994888	0.0272300176202031	0.136670199170936	0.163315305203357	0.106246979160652	0.157745467551642	0.204406590543498	0.163895170452391	0.173353886012892	0.0987121864810815	0.125177145648341	0.136891723128232	0.150264933869316	0.14063370023144	0.144007516047265	0.12524657880429	0.144015218785711	0.179843075073782	0.0515539013033468	0.0433721898745813	0.0863163594372414	0.0966583409965816	0.0344444298927381	0.0859884001612833	0.106141447314962	0.100102220087321	0.00257032583583251	0.0399899323115697	0.026118581800044	0.123746500888036	0.0795027584729841	0.0564943335426696	0.033102867507226	0.074015457168113	0.0319116260259554	0.0260380691411607	0.0710618303427633	0.0942141102197671	0.0881986292017641	0.095608339589029	0.0918348139427774	0.093655770025577	0.105902300324972	0.0643394846766694	0.0740402750164131	0.122003770081742	-0.00462419210550299	-0.010890739011342	0.0245048701130106	0.025838385630319	-0.0209614286619543	0.0730861563676342	0.0158453883519903	0.00579371391795595	-0.0543576299802513	-0.0500183030610135	0.00333716762486817	0.0154838054263502	0.0265294769103827	-0.0227886648247967	-0.0128092460938406	-0.0100520775088265	-0.00629765655765391	0.0080805188018653	0.00737492717378296	0.0607733521098068	0.0528243960491665	0.0878748129071466	0.0277002435983192	0.0137471046625673	0.0551086151957326	0.0122630055572925	0.107706616784062	0.107307364132569	0.0559047362028421	0.059669652351814	0.133311573971794	0.126492684908212	0.0960589499407494	0.0809435919118636	-0.0137372561753143	-0.0105174577138254	-0.00220964621103342	-0.00222040189163603	0.0261837008434366	0.0758531990981292	0.0900869312492247	0.0367801554436002	0.0588465994002366	0.0999108400171874
naive B-cells	0.0333166000330773	-0.0240898836751127	0.0180128613212188	0.0420229481369771	0.0538980392041857	0.0266887683905528	-0.0067514905149338	0.074025639251653	0.0238014048702942	0.0337574367193666	0.104064789183769	0.145624925928332	0.0769992458387665	0.141914793417504	0.14390783129198	0.168227121939481	0.157798786705275	0.110728232880122	0.0672174010696904	0.151931302605183	0.109390236431856	0.120095159708559	0.195533056423657	0.186654871794414	0.0550198152236856	0.122753560191861	0.0985872212829286	0.0895846434406079	0.182443071864109	0.140030220586283	0.192897714121214	0.101216278888065	0.207890377666101	0.033280199222276	0.144298831501294	0.0714379220765057	0.0748026909209686	0.0492550091094102	0.137323119068417	0.112167577746652	0.143995454756277	0.0789240055756366	0.0910814547298847	0.183575683075486	0.172876002326573	0.120769127188039	0.127543844167091	0.0668578409592567	0.115354769624126	0.110140316164161	0.149219567307956	0.157055078340099	0.0267670607878068	0.00553513605755647	0.117631949612728	0.0589699300364261	0.083012160330094	0.0696658075586149	0.11556924399064	0.0856236849325019	0.106130308453637	0.156419129057	0.143739952035324	0.0793573134202527	0.0799029527372133	0.0939779279767923	0.0661247418106253	0.123841322217573	0.096762271169	0.127739145690592	0.144101291203959	0.129112771402548	0.0879047301808588	0.0615649243592132	0.0995726600940585	0.0929366138555482	0.150537835316387	0.139033588024134	0.0719582485151962	0.0688818760121876	0.109080580072654	0.0993209368137637	0.103531238068364	0.0747699264789242	0.089127786206657	0.220509052832777	0.171755680239062	0.157481620788221	0.104653060345156	0.0692295788636206	0.0941661023260021	0.168641247096485	0.167809115816073	0.177227015206098	0.160992587137175	0.182182499044595	0.239569469167188	0.171843712300331	0.124954341235741	0.180850083298485	0.147749181403975	0.128127482516088	0.0698838918509175	0.0888877004421607	-0.0148074074526027	-0.0119371080281156	0.0103772898932195	0.0709343255052994	0.103173287020495	0.119612702739972	0.0484019753839991	0.0774566842267927	0.0581285538815418	0.00656550760806918	0.0741782057388413	-0.0186924483311389	0.0479806669721028	0.0508129814814098	0.0712676897538821	0.147412499586425	0.0347027231825937	0.0457791909722865	0.14164616575318	0.116549926564471
CMP	0.129242051790456	0.0865818512281584	0.172942772902466	0.193065546743205	0.0275053139284692	0.064304206821096	0.12203137149844	0.0994630362585153	0.0357755874708594	0.13773361545042	0.0434776514415287	-0.0118473013683506	-0.00478753238415587	0.0212653553781411	0.0113666981366152	-0.0369172055102391	0.0841088156418597	0.111558398769646	0.107264127712641	0.128490725211217	0.00947055464390564	0.0517448473821802	0.0670152138465901	0.0761552347458939	0.089181897742624	0.0277027709705204	-0.00352067180656202	0.101021267584269	0.0763046323009001	-0.0102285573172556	0.114347390779353	0.0548823624048684	-0.0438724330978095	-0.00671034293772485	0.0408222139717687	-0.00855977188226773	0.102252657503197	0.0968908575046857	0.0751772042605296	0.126499585057662	0.0389417322957799	0.086472686947344	0.200825008594488	0.0753606011604929	0.133953647107459	0.0696152322734794	0.0536209086493353	0.1460105289281	0.0611904000776723	0.0715485650973402	0.0329891405516906	0.141574793231815	-0.0514679507013021	-0.00700928290037054	-0.073056795781317	0.0142926834566198	-0.0258929477024979	0.0117098045957158	0.0145113733020774	0.0448731651329167	0.0601686682660743	0.0324144734501416	-0.03906102574664	0.0292676236823578	-0.0734668960842095	-0.00910061529413645	-0.0144077833860796	-0.0241926688458342	0.0745797395003096	0.105671940207646	0.00880284029527949	0.124230147897842	0.110208387663651	0.00964716249737116	-0.0274349170132779	0.0740196549726558	0.0687617892156983	-0.0140607786117255	0.0143361178180762	0.0756866950485961	0.120035816318391	0.0278420378797741	0.00444834830609943	0.116249374347201	0.00417537839635241	0.0933512400071406	0.0370385213436532	0.0187035710365325	0.0357232346954941	0.00335715269887944	-0.0213191877124586	0.0233473517873501	0.00399350887327433	0.00540702411060019	0.00831275542932638	0.0304126596056903	0.0827779033226518	0.081829943618698	0.0109143983970253	0.0295855449592784	-0.00394629839982443	-0.0167821943631627	0.0517473119257898	0.0642050386297032	0.0608773489160304	0.0734619030494075	0.0573954316604587	0.0763253864474407	-0.0276735388186616	-0.0282584280310631	0.0218130875577428	-0.024653642832864	0.0655827706148214	-0.0370715294057525	0.0550703998690527	-0.0300705689987153	0.0144613949239976	0.0180752883468268	0.0221689631347274	0.0505136785278487	0.108315643309227	0.0849370753779818	0.170978946252843	0.0322335610475491
cDC	-0.0242943054636369	0.0733851215802606	0.242630312825374	0.258019863910754	0.0177525538290635	0.221338959021965	0.158916406015208	0.0671092246725171	0.162330578229481	0.131306400583606	-0.00233015529985327	0.0123271245982901	-0.00326072890794103	0.0167516647461992	0.106657089452392	0.183601228168243	0.153056573044528	0.0841725419750432	0.10673099581684	0.0473786167954219	0.0286762641957084	0.106808356169024	-0.0524487199236393	-0.0630503895753634	0.0628899097566101	0.0170534387251924	0.0344236498658514	-0.0437287571652362	0.167156905557309	-0.00583425821286681	0.0695783459970545	0.0772828069793487	-0.0109151572180226	0.0868541906905353	-0.0563513382436844	-0.145072079851935	0.0899352504432315	0.0532017979496638	0.168494124790902	0.120477215867309	0.149809255747125	0.214595871630171	0.182407348412875	0.128630539729278	0.209576945828726	0.119929802582596	0.142194513800367	0.104814422567412	0.0935147630312726	0.120260774177577	0.0796083540824546	0.130525983925857	-0.064844340617242	0.0745763904833925	0.059217953484448	0.145520682628462	0.0108281220752102	0.07557550882302	0.144414549483816	0.0604072394598849	0.0613300641465091	0.0483485610517237	0.0320597163962901	-0.0345561731870833	0.0572587223021005	-0.0483166754206793	0.0649641970781109	0.0237816973124017	0.173520247666167	0.0104106050778814	0.0189944470618156	0.196760079161206	0.0147125519368699	0.106362059962058	0.114223374585053	0.172491763441635	0.103705086836364	0.153524122965927	0.0109445315247585	0.125872680244948	-0.0223013930565105	-0.0419763142800042	-0.0206319150497226	0.0359259483743065	-0.0398740284669933	0.067675733477635	-0.0619805425833953	-0.0884740029734978	-0.086199472175529	-0.202612398843109	-0.0678056384596908	-0.0130188495309562	-0.0221500202973942	-0.142266744941563	-0.0551710184492167	-0.143036745475274	0.0274340782665503	-0.055715889662403	-0.11406084015838	-0.0250778006513588	-0.0255572120970527	-0.0490905572672632	-0.0276190211311548	-0.00384877523735183	0.143056571256177	0.06785324246949	0.157766889783473	0.0161125889137903	0.00757352741180539	0.0345807756310436	-0.0343276266523323	0.0437116065163289	0.0319510999566393	-0.0144937343087545	0.0569094236659166	-0.162785602833702	-0.140975326015107	0.107942803890465	0.0355425315013925	0.0359038122511803	0.144063136180152	0.128052478733803	0.0829841017039835	0.0574508104265487
Skeletal muscle	0.347249476253263	0.255993566385214	-0.00147818078673351	0.253797886916964	-0.0655811444830082	0.318838805644674	0.228214715497497	0.23271299346229	0.290788146574367	0.248248967292869	-0.0558954902524265	-0.060049332320777	-0.0408011699545057	-0.0171205362571075	-0.0501302705492113	-0.112088801394667	0.0107876915248982	-0.123910404197709	-0.0530508998464011	-0.120248842181927	-0.0645408131407605	-0.0959876932087664	-0.189592775568691	-0.182362443458795	-0.0309865632734963	-0.0853992565857628	0.023714004287401	-0.0915884145186392	-0.120001261301798	-0.0265941047514766	-0.136509338139466	0.0744712735572876	0.00728982968720562	-0.0300361038483549	-0.0681737795932172	-0.0550961343405777	-0.0761133576913863	0.0390239600800435	0.0852325580667104	-0.0863982110083948	-0.132432189193335	0.11458501905662	-0.101141450961466	0.0427286315380748	-0.173717484084489	-0.0415889746083661	0.164664532661398	0.0629163602579468	-0.0903878097203445	0.00118657258631296	-0.0729242475314649	-0.0524464512171458	-0.0326274750325793	0.105037063323673	0.114397495330917	0.323817923334405	-0.110155898340636	-0.110765471402514	-0.00151619453950735	-0.137281504451708	0.250815327820815	-0.0460511088082186	-0.0723944917149147	-0.0337612641004185	-0.0770128728802303	-0.0679320119872687	-0.0703190310566955	-0.0122130553177404	-0.101573425912097	0.0142748140672401	-0.101693410149306	0.0521956745866084	-0.128481377764188	-0.143484648900073	-0.153459601522564	-0.0214038100882401	-0.0354509522903892	-0.119527809504673	-0.0273183330497722	-0.197844141603425	-0.197152948759947	-0.0461355026559923	0.0582180920047986	-0.164275018618447	-0.071484141249355	-0.067462079426349	-0.0147262628302207	-0.0405078006555357	-0.146552626536255	-0.0983598816233644	-0.183150787513764	-0.093088257917068	-0.0642951653723338	-0.128369899733221	-0.170585182437498	-0.144358717290834	-0.163839982357688	-0.218175363593332	-0.0872031036953982	-0.00796540346350135	-0.0190745291213872	-0.0303858063995165	0.114546076806374	0.288319212812134	0.337413045066648	0.321930826854671	0.0900885374324774	0.00901081843994021	-0.113886746412069	0.00592429389613574	-0.0316184858595768	0.0766958161751109	-0.10324564949834	-0.00053146530563831	0.162839179393564	0.0222760224498139	-0.0307821937401376	-0.0499699290351873	0.0589964262803378	-0.126471341143959	0.0167435846172016	0.0597820024383725	-0.124624793472556	0.216997589263518
ly Endothelial cells	0.176451396493386	0.269635404581247	0.104452616430281	0.0733484327884582	0.145358318698129	0.0822191844231822	-0.115981997197473	0.220698052112736	0.216407763590788	0.352379403820428	0.10896587620557	0.0176486942450237	-0.221899145882795	-0.182038239758366	-0.143132784306066	-0.205447924968415	-0.12701928046978	-0.093749255383061	-0.140218525066813	0.0155254606679862	-0.139874608832311	-0.150121134893286	-0.129044762293716	-0.108041778127616	-0.226878548784647	-0.1363681797753	0.04892141009278	0.0666092512774401	-0.184585254281454	-0.250072236494554	-0.136900611329002	-0.178289310636204	-0.0553565296002815	-0.114674082469364	-0.184059157820138	-0.204808133997587	-0.00601887833080214	0.0845666676850486	0.281464470565311	0.415335604104869	0.274287376539657	-0.0418222378349717	-0.113259939145081	-0.0866193212370248	0.121379158622343	0.224275570760473	-0.0442370538224088	-0.00241512093730277	0.01892959247111	-0.0381291942733411	0.176636928873227	0.0698493064569237	0.250511871623072	-0.0281606777436084	0.00551125495994237	0.0903394379387118	-0.0321561649106147	-0.234797687468477	-0.106120751125379	-0.17199409955733	0.0854103053373298	-0.0316095527854607	-0.195476892101547	0.0291072448439535	-0.0550146699514781	0.0730705404933659	-0.0514971951116309	-0.0142636250181996	-0.0407071517183386	-0.0578170627237673	-0.153194277003493	-0.0457127458889564	-0.0595118941720006	-0.221722821682357	-0.142737730384822	-0.25092611552955	-0.143773782842183	-0.171459931164756	-0.11077249821213	-0.11549346088157	-0.0750609496366913	-0.0540044128134825	0.18610354097055	-0.104444815580734	-0.184422294132151	-0.0272392737555802	0.0280881031288556	-0.137152546076319	-0.0594947539137956	-0.0639055060639764	-0.19798831771817	-0.0877066258689447	0.0205624654922239	-0.169520025068226	-0.0508640902265555	-0.102131174381063	-0.135554125202941	-0.169775214547434	-0.22948049596726	-0.153849715515266	0.0887337962818136	-0.081618902058294	0.323262071952092	0.27061575097861	0.294904588501926	0.19647816517923	0.15877260045515	0.216120507434788	-0.165746693718469	0.00662171355455393	-0.0388934375138039	0.0588383807849269	-0.239698432978062	0.0208205057513428	-0.0754444126290815	-0.167851322314112	0.0380050922797543	-0.121540307181369	-0.103837890109481	0.035356818132404	-0.0379883032363779	0.262031934447086	0.163995480700615	0.124521093001964
